CODE BARRE;ARTICLE;CODE;DESIGNATION_2;CODE_SELECTION;LOT;QTE;super Gros;demi gros;pharmacien;PPA;PRIX_SOLDE;PRIX_MIN;LABORATOIRE;fournisseur;ZONE;POIDS;CBM;CONDITIONNEMENT;QTE_STOCK_ALERTE;DATE_DERNIER_ACHAT;DATE_DERNIERE_VENTE;ART_FAMILLE_FR;OK_BLOQUE_VENTE;N°ARTICLE;N°LOT;
010900;CRM VITILASE 65 GR;CRVI0001;;          ;H101      ;0;4976.66;5070.56;5164.46;6197.35;4694.96;4835.81;;CF03-28;SR;0.1;0.01;;0;10/12/2022;10/04/2023;DERMATOLOGIE        ;N;2146;2181;
793084;CRM HEMOBRAO 30GR;HEMO0003;;          ;HE07/22   ;0;437.64;445.9;454.16;544.99;412.87;425.26;;28;Z6-C6;0.1;0.01;;0;05/12/2023;31/12/2023;PARA PHRMACIE       ;N;2147;2182;
428033;BIOMAX BIO CHARBON  BT/30;BIOM0010;;          ;74707     ;32;634.38;646.35;658.32;790;598.47;616.42;;29-28-1-16-95;Z3-B2;0.1;0.01;;0;06/02/2025;03/02/2025;COMPLEMENT ALLIMENTA;N;2148;2183;
000020;CRM CICATOP CICATRISANTE 40 ML;CICA0004;;          ;001/2022  ;5;795;810;825;990;750;772.5;;29-28;Z6-B8;0.1;0.01;;0;19/01/2025;09/02/2025;DERMATOLOGIE        ;N;2149;2184;
000323;CRM SKINEAL HYDRATANTE HUILE D ARGAN 50 ML;CRSK0002;;          ;;0;642.42;654.54;666.67;800;606.06;624.24;;50;Z6-C1;0.1;0.01;;0;23/01/2023;25/04/2024;DERMATOLOGIE        ;N;2151;2186;
000221;CUIVRE   GREEN HEALTH   CP   BT/30;CUIV0001;;          ;24001     ;4;682.58;695.46;708.33;850;643.94;663.26;;16-28;Z4-B1;0.1;0.01;;0;11/02/2025;17/02/2025;COMPLEMENT ALLIMENTA;N;2152;2189;
001508;TISANE SANTE VIE RHUME GRIPPE;TISA0011;COLIS/18;          ;001       ;33;341.67;347.96;354.32;435;319.52;332.18;;28-29-1-62-16-95;Z4-D2;0.1;0.01;;0;23/01/2025;20/02/2025;COMPLEMENT ALLIMENTA;N;2153;2190;
001508;TISANE SANTE VIE RHUME GRIPPE;TISA0011;COLIS/18;          ;003       ;0;341.66;347.95;347.98;410;319.51;332.17;;28-29-1-62-16-95;Z4-D2;0.1;0.01;;0;24/09/2024;30/09/2024;COMPLEMENT ALLIMENTA;O;2153;3433;
000171;BANDELETTES ANALYSE URINE CHECK;BAUR0003;;          ;PF23      ;0;1300.91;1325.45;1350;1620;1227.27;1264.09;;28-29;Z3-D5;0.1;0.01;;0;19/10/2023;09/01/2024;PARA PHRMACIE       ;N;2154;2191;
066221;#  LAIT NURSIE 01 AGE   900 GR;LANU0009;;          ;2023      ;21;1483.08;1490.35;1497.62;0;1468.54;1475.81;;61-19-6;Z2;0.1;0.01;;0;01/02/2025;27/01/2025;LAIT                ;N;2155;2192;
;SONDE FOLEY 02 VOIES N°06 PEDIATRE;SOFO0001;;          ;          ;10;132.25;138;150;0;115;118.45;;CF01-22;Z3-E3;0.1;0.01;;0;12/09/2024;29/07/2024;PARA MEDICALE       ;N;2156;2193;
200127;ALCOOL BORIQUE  60 ML;ALBO0001;;          ;02        ;25;66;67.2;72;0;60.6;64.8;;28;Z7-D6;0.1;0.01;;0;21/11/2024;03/02/2025;ANTI SEPTIQUE       ;N;2157;2196;
111003;ASPIRATEUR NASAL EN POIRE SANSIRO S1400;ASNA0005;;          ;          ;0;203.41;207.25;215;270;191.9;197.66;;28-29;Z6-F2;0.1;0.01;;0;07/03/2024;16/04/2024;BEBE                ;N;2158;2197;
;DAKIN LABIOCO 1 L;DAKI0003;;          ;01        ;0;201.4;205.2;220;300;190;195.7;;28;Z1-C7;0.1;0.01;;0;24/09/2022;11/03/2024;ANTI SEPTIQUE       ;N;2159;2198;
066993;#  LAIT NURSIE CONFORT 1    900 GR;LANU0012;;          ;;30;1728.9;1737.37;1739;0;1711.95;1720.42;;19-61-6-26;Z2;0.1;0.01;;0;22/02/2025;10/02/2025;LAIT                ;N;2160;2199;
883059;SOQUETTE SILICONE SMILING FOOT CU+;SOSI0001;;          ;          ;9;445.2;453.6;466.2;0;420;432.6;;36-118;Z1-D4;0.1;0.01;;0;09/02/2025;10/02/2025;ORTHOPEDIE          ;N;2161;2200;
;CEINTURE ABDOMINALE SUNEX;CASU0001;;          ;          ;0;530;540;570;0;500;515;;36;Z6-G1;0.1;0.01;;0;24/09/2022;18/09/2024;ORTHOPEDIE          ;N;2162;2201;
/;CANNE T EN BOIS SCULTE;CANN0007;;          ;          ;0;477;486;520;650;450;463.5;;36;Z8;0.1;0.01;;0;25/09/2022;01/05/2023;PARA MEDICALE       ;N;2163;2202;
511321;CEINTURE GROSSESSE SIBOTE ST-1132  T   XL;CGSI0001;;          ;          ;0;1431;1458;1529.96;0;1350;1390.5;;36;;0.1;0.01;;0;04/04/2023;04/11/2024;ORTHOPEDIE          ;N;2164;2203;
;CEINTURE DE GROSSESSE YC 6645    T;CGYC0001;;          ;          ;0;1166;1188;1250.04;0;1100;1133;;36;Z6-C2;0.1;0.01;;0;24/09/2022;12/02/2023;ORTHOPEDIE          ;N;2165;2204;
;TALONNETTE SILICONE COMFORT HEEL YC 7689;TALO0004;;          ;          ;0;243.8;248.4;257.6;0;230;236.9;;36-;;0.1;0.01;;0;25/09/2022;;ORTHOPEDIE          ;N;2166;2205;
087195;GELPHORE PROPOSPRAY  30ML;PROP0001;;          ;J280      ;0;1003.79;1022.73;1041.67;1250;946.97;975.38;;16-29;Z3-B6;0.1;0.01;;0;11/01/2024;06/07/2024;COMPLEMENT ALLIMENTA;N;2167;2207;
000140;VOMICALM SIROP  200ML  WIN PHARMA;SIVO0002;;          ;22013     ;10;441.66;449.99;458.33;550;416.66;429.16;;29-16-28-1;Z3-B7;0.1;0.01;;0;11/02/2024;04/09/2024;COMPLEMENT ALLIMENTA;N;2168;2208;
000565;EVEXIA MENOPAUSE  BT 30 CP;EVEX0001;;          ;2005059   ;0;1204.54;1227.27;1250;1500;1136.36;1170.45;;28-16;Z3-M6;0.1;0.01;;0;25/07/2023;22/01/2024;COMPLEMENT ALLIMENTA;N;2169;2209;
100084;STICK LEVRE TULIP  BT/ 12;BECA0002;06 SENTEURS / GOUTS;          ;2.21      ;0;234.18;238.59;247.43;0;220.92;227.55;;95;SR;0.1;0.01;;0;06/05/2024;21/10/2024;PARA PHRMACIE       ;N;2170;2212;
;SOLUTION INTIMA LYNE   150 ML;INTIM001;PH NEUTRE;          ;002       ;0;377.43;384.56;391.68;470.01;356.07;366.75;;1;Z6-C7;0.1;0.01;;0;27/09/2022;13/05/2024;HYGIENNE            ;N;2171;2213;
100127;BIOMAX APPETIT MAX     30 CP;BIOM0011;;          ;18811     ;7;602.26;613.62;624.99;750;568.18;585.22;;28-1-29-95-16;Z3-B3;0.1;0.01;;0;30/01/2025;23/02/2025;COMPLEMENT ALLIMENTA;N;2172;2214;
001782;TISANE BEBE CALMANTE BIO 8    GM   BT/20;TIPH0002;;          ;;0;362.56;369.41;388.18;498;342.05;352.3;;28;Z3-E1;0.1;0.01;;0;05/02/2024;22/07/2024;COMPLEMENT ALLIMENTA;N;2173;2215;
041068;GOUPILLON LE PETIT PRINCE  BR 106;GOCO0002;;          ;          ;0;318;324;345;450;300;309;;28;ZZ10;0.1;0.01;;0;27/09/2022;19/04/2023;BEBE                ;N;2174;2216;
000182;SCI FYTOMAX SOPK BT/30 + 30;FYTO0006;30 CP + 30 GELULE;          ;;4;3894.69;3968.18;4041.66;4850;3674.24;3784.47;;28-16-95;Z3-C4;0.1;0.01;;0;29/01/2025;03/02/2025;COMPLEMENT ALLIMENTA;N;2175;2217;
005206;SOIN INTIME INTIMELLE 250 ML;INTI0002;;          ;          ;2;330.72;336.96;349.44;448;312;321.36;;28;Z6-A3;0.1;0.01;;0;27/09/2022;12/06/2023;HYGIENNE            ;N;2176;2218;
160580;SUCETTE HIPOSOL LATEX  P/12;SUHI0002;;          ;          ;0;69.96;71.28;79.2;0;66;67.98;;;ZZ10;0.1;0.01;;0;04/07/2023;08/02/2024;BEBE                ;N;2177;2219;
010269;ASPIRATEUR NASAL COCCO C-2315;ASNA0006;;          ;          ;17;206.7;210.6;214.5;0;195;200.85;;28-16;ZZ10-D3;0.1;0.01;;0;21/01/2025;03/02/2025;BEBE                ;N;2178;2220;
612469;EAU DE ROSE  BERRALAB VAPO   250 ML;EARO0005;;          ;001       ;0;68.37;69.66;89;120;64.5;66.43;;28;Z5-A3;0.1;0.01;;0;27/09/2022;01/07/2023;COSMETIC            ;N;2179;2221;
;VENTOUSE HIDJAMA 04 PCS SILICONE;VEHI0050;;          ;          ;0;2035.2;2073.6;2120;2540;1920;1977.6;;CF01;;0.1;0.01;;0;29/09/2022;01/10/2022;PARA MEDICALE       ;N;2180;2222;
;VENTOUSE HIDJAMA VERRE N° 01;VEHI0005;;          ;          ;0;137.8;140.4;143;175;130;133.9;;CF01;Z1-B5;0.1;0.01;;0;08/07/2023;10/10/2023;PARA MEDICALE       ;N;2181;2223;
;VENTOUSE HIDJAMA VERRE N° 02;VEHI0006;;          ;          ;0;143.1;145.8;148.5;180;135;139.05;;CF01;Z1-B5;0.1;0.01;;0;08/11/2022;03/06/2024;PARA MEDICALE       ;N;2182;2224;
;VENTOUSE HIDJAMA VERRE N° 03;VEHI0007;;          ;          ;0;156.88;159.84;165.01;0;148;152.44;;CF01;Z1-B5;0.1;0.01;;0;08/07/2023;28/09/2024;PARA MEDICALE       ;N;2183;2225;
;VENTOUSE HIDJAMA VERRE N° 04;VEHI0008;;          ;          ;0;196.1;199.8;210;250;185;190.55;;CF01;Z1-B5;0.1;0.01;;0;08/11/2022;19/12/2022;PARA MEDICALE       ;N;2184;2226;
;BOUGIE HOPI;BOUG0001;;          ;          ;0;206.7;210.6;230;300;195;200.85;;CF01;;0.1;0.01;;0;08/11/2022;09/11/2022;PARA MEDICALE       ;N;2185;2227;
;TESTE DE GROSSESSE AURES   BT/40;TEGR0005;;          ;          ;0;42.29;43.09;45;80;39.9;41.1;;29;Z3-E4;0.1;0.01;;0;23/01/2023;29/05/2023;PARA MEDICALE       ;N;2186;2228;
;VERRUCOR LABIOCO  BT/ 20;VERR0001;;          ;01        ;0;79.5;81;82.5;99;75;77.25;;28-28-16;Z3-F5;0.1;0.01;;0;10/09/2024;25/11/2024;PARA PHRMACIE       ;N;2187;2229;
200066;ALCOOL CHIRUGICAL    TWIN SANTE   01 L;ALCH0008;;          ;041       ;0;525;540;550;0;505;515;;29-22-16;Z7-B8;0.1;0.01;;0;28/11/2024;15/02/2025;ANTI SEPTIQUE       ;N;2188;2230;
638393;BB LISTERINE ADVENCED WHITE 500 ML;BBLI0009;;          ;736300    ;0;583.2;594.21;605.21;750;550.19;566.7;;29;Z3-I4;0.1;0.01;;0;29/09/2022;15/05/2023;COSMETIC            ;N;2189;2231;
561219;BB LISTERINE ADVENCED WHITE 250 ML;BBLI0010;;          ;738900    ;0;396.13;403.62;415;550;373.72;384.91;;29-16;Z3-A3;0.1;0.01;;0;06/11/2022;30/01/2023;COSMETIC            ;N;2190;2232;
600016;DOPPEL HAND  OMEGA 3  BT/ 30;OMEG0007;;          ;002       ;0;1162.8;1184.74;1206.68;1448.01;1107.95;1129.89;;29-28-16-95-1;Z3-K5;0.1;0.01;;0;21/04/2024;01/05/2024;COMPLEMENT ALLIMENTA;O;2191;2233;
600016;DOPPEL HAND  OMEGA 3  BT/ 30;OMEG0007;;          ;017       ;19;1243.08;1266.54;1289.99;1548.01;1172.72;1207.9;;29-28-16-95-1;Z3-K5;0.1;0.01;;0;26/12/2024;17/02/2025;COMPLEMENT ALLIMENTA;N;2191;3576;
900258;GEL LUBRIFIANT LUBREX    CLASSIC   50 ML;GELU0003;;          ;004       ;16;363.18;366.74;373.86;470;356.06;359.62;;29-28-16;Z6-A9;0.1;0.01;;0;21/01/2025;20/01/2025;PARA PHRMACIE       ;N;2192;2234;
900265;GEL LUBRIFIANT LUBREX    RETARD  50 ML;GELU0004;;          ;004       ;21;714.68;728.17;741.65;890;674.23;694.46;;29-28-95-16;Z6-A7;0.1;0.01;;0;21/01/2025;20/01/2025;PARA MEDICALE       ;N;2193;2235;
;NAUSEES VOMISSEMENT SIROP  125 ML  MEDI KIDS;SIVO0003;;          ;14201     ;0;634.4;646.37;658.34;790.01;598.49;616.44;;29-16;Z3-A7;0.1;0.01;;0;10/10/2022;06/07/2024;COMPLEMENT ALLIMENTA;N;2194;2236;
;SIROP  OMEGA 3   125 ML  MEDI KIDS LDM;SIOM0006;;          ;14286     ;0;634.4;646.37;658.34;790.01;598.49;616.44;;1;Z3-B8;0.1;0.01;;0;24/04/2024;03/06/2024;COMPLEMENT ALLIMENTA;N;2195;2237;
111219;AEROSOL OMRON C102 TOLTAL;AEOM0001;;          ;          ;1;7275.84;7413.12;7653.36;0;6864;7069.92;;29/01/2016;Z1-B1;0.1;0.01;;0;19/01/2025;06/01/2025;APPARIAGE           ;N;2196;2238;
119120;SOLEIL BIAFINE EMULSION   SPF 50;SOBI0003;;          ;1182      ;0;2385;2430;2587.5;0;2250;2317.5;;29-50-28-54;Z6-C2;0.1;0.01;;0;29/05/2024;24/06/2024;DERMATOLOGIE        ;N;2197;2239;
024802;CRM MUSTELA POUR LE CHANGE 50 ML;CRCH0008;;          ;n941      ;0;740.94;754.92;782.88;999.99;699;719.97;;28-29;Z6-B5;0.1;0.01;;0;07/03/2023;01/05/2023;DERMATOLOGIE        ;N;2198;2719;
024802;CRM MUSTELA POUR LE CHANGE 50 ML;CRCH0008;;          ;;0;666.74;679.32;704.48;899.97;629;647.87;;28-29;Z6-B5;0.1;0.01;;0;25/12/2022;01/05/2023;DERMATOLOGIE        ;O;2198;2240;
024932;CRM MUSTELA POUR LE CHANGE 100 ML;CRCH0007;;          ;;0;839.87;855.72;899.29;1099.99;792.33;816.1;;28-29;Z6-C3;0.1;0.01;;0;25/12/2022;27/02/2023;DERMATOLOGIE        ;N;2199;2241;
;BAD AQUAFRESH DURE;BDAQ0004;;          ;          ;0;372.85;379.89;386.92;0;351.75;362.3;;28-29;Z3-G3;0.1;0.01;;0;19/10/2023;01/04/2024;COSMETIC            ;N;2200;2242;
000060;BAD PIERROT ACTION DURE  BT/12;BDPI0007;;          ;          ;0;229.84;232.03;245.17;0;221.09;225.47;;28;Z3-I1;0.1;0.01;;0;16/11/2024;06/01/2025;COSMETIC            ;N;2201;2243;
;BAD PIERROT ENERGIE DURE BT/12;BDPI0008;;          ;          ;0;166;169.13;191;250;156.6;161.3;;28;Z3-I1;0.1;0.01;;0;01/10/2022;19/12/2022;COSMETIC            ;N;2202;2244;
;BAD PIERROT GOLD DURE BT/12;BDPI0009;;          ;          ;12;241.39;248.29;257.49;0;232.2;236.8;;28;Z3-J1;0.1;0.01;;0;16/11/2024;06/01/2025;COSMETIC            ;N;2203;2245;
814227;# LAIT APTAMIL    #    01 AGE   #    400 GR;LAAP0002;;          ;30195     ;7;842.52;846.65;846.65;0;834.26;838.39;;19-26-6;Z6;0.1;0.01;;0;25/01/2025;15/02/2025;LAIT                ;N;2204;2246;
;SIROP OMEGA 3  PEDIAKID    125 ML;SIOM0001;;          ;103858    ;0;1003.79;1022.73;1041.67;1250;946.97;975.38;;16;Z3-D8;0.1;0.01;;0;29/09/2022;10/11/2024;COMPLEMENT ALLIMENTA;N;2205;2248;
;BETADERM 125 ML;BETA0002;;          ;B263      ;7;197.4;201.13;204.85;247.32;186.23;191.82;;16;Z4-C2;0.1;0.01;;0;20/11/2024;20/01/2025;ANTI SEPTIQUE       ;N;2206;2251;
440119;GEL LUBRIFIANT ALPHAMLE SACHET BT/ 10;GEAL0002;;          ;0320      ;0;1123.44;1144.64;1165.83;1399;1059.85;1091.65;;29;SR;0.1;0.01;;0;03/10/2022;02/08/2023;PARA PHRMACIE       ;N;2207;2253;
101502;CRM KWIK MOVING 100 GR;CRMO0005;;          ;          ;0;256.52;261.36;275;350;242;249.26;;29;Z3-K5;0.1;0.01;;0;10/11/2022;31/08/2023;PARA PHRMACIE       ;N;2208;2254;
;CRM KWIK MOVING 50 GR;CRMO0004;;          ;;0;151.58;154.44;165;230;143;147.29;;29;Z3-F2;0.1;0.01;;0;03/10/2022;19/04/2023;PARA PHRMACIE       ;N;2209;2255;
;DOLOPATCH ANTIDOULEUR VERT SCT/ 6;PADO0001;;          ;SE21031   ;0;214.97;219.02;227.14;290;202.8;208.88;;29;Z3-L3;0.1;0.01;;0;03/10/2022;25/12/2023;PARA PHRMACIE       ;N;2210;2256;
;DOLOPATCH CAPSCICUM ROUGE SCT/1;PADO0002;;          ;PH21010   ;0;185.32;188.82;195.81;250.01;174.83;180.07;;29;Z3-F8;0.1;0.01;;0;03/10/2022;06/02/2024;PARA PHRMACIE       ;N;2211;2257;
;DOLOPATCH HYDROGEL BLEU SCT/ 5;PADO0003;;          ;GE21009   ;0;354.83;361.53;371.57;469.99;334.75;344.79;;29;SR;0.1;0.01;;0;03/10/2022;11/12/2023;PARA PHRMACIE       ;N;2212;2258;
344160;TENSIOMETRE MICROLIFE B2 BASIC + ADAPTATEUR;TEMI0003;;          ;          ;0;5565;5670;5827.5;7100.1;5250;5407.5;;28-29-1-95;Z1-C3;0.1;0.01;;0;20/05/2024;26/08/2024;APPARIAGE           ;N;2213;2259;
004162;GEL HYDROALCOOLIQUE DERMACOOL 100 ML;GEHY0005;;          ;GH07/22   ;0;121.9;124.2;130;180;115;118.45;;29;Z1-D5;0.1;0.01;;0;03/10/2022;24/09/2023;APPARIAGE           ;N;2214;2260;
008368;CRM HYDRATANTE BARIESUN SANS PARFUM SPF 50+ 50 ML;URIA0006;;          ;203006    ;0;1704.48;1736.64;1800.96;2299.92;1608;1656.24;;CF03-28-29;Z6-C1;0.1;0.01;;0;02/10/2022;20/04/2023;DERMATOLOGIE        ;N;2215;2261;
006272;URIAGE SERUM DEPIDERM  30 ML;URIA0013;;          ;2012J     ;0;2594.88;2643.84;2741.76;3500;2448;2521.44;;28;Z6-C1;0.1;0.01;;0;02/10/2022;15/05/2024;DERMATOLOGIE        ;N;2216;2262;
136308;BIOMAX ALOE DIGEST BT/ 30 CP;BIOM0012;;          ;21675     ;5;706.66;719.99;733.33;880;666.66;686.66;;28/01/2016;Z3-B3;0.1;0.01;;0;21/01/2025;20/01/2025;COMPLEMENT ALLIMENTA;N;2217;2265;
627076;CRM VARISIL JAMBES LOURDES 50 ML;CRVA0004;;          ;01        ;3;1084.09;1104.55;1125;1350;1022.73;1053.41;;28;Z6-C6;0.1;0.01;;0;23/11/2022;09/09/2024;DERMATOLOGIE        ;N;2218;2266;
000174;SIROP GENI KID  200 ML;GEKI0001;;          ;010       ;0;441.04;449.36;466;595;416.08;428.56;MAGPHARM;28-29-1-95-16;Z3-I8;0.1;0.01;;0;04/02/2024;17/02/2025;COMPLEMENT ALLIMENTA;N;2219;2267;
233222;THERMOMETRE FRONTAL THERMOVAL BABY;THHA0001;;          ;          ;0;7757.61;7903.98;8150;10000;7318.5;7538.06;;28;SR;0.1;0.01;;0;04/10/2022;25/09/2023;APPARIAGE           ;N;2221;2269;
70922;BIOMAX GINSING TONUS BT/30;BIOM0013;;          ;55810     ;0;1027.87;1047.27;1066.66;1279.99;969.69;998.78;;1;SR;0.1;0.01;;0;05/10/2022;30/01/2023;COMPLEMENT ALLIMENTA;N;2222;2270;
529754;SIROP ALVITYL DEFENSE 150 ML;ALVI0008;;          ;71296     ;0;1124.23;1145.44;1166.65;1400;1060.59;1092.41;;1;SR;0.1;0.01;;0;05/10/2022;17/10/2022;COMPLEMENT ALLIMENTA;N;2223;2271;
548132;CRM AU COLLAGEN DERMAGOR 40 ML;DERM0007;;          ;21B0021   ;6;983.89;1002.46;1049.98;0;928.2;956.05;;JANV-28;Z6-A5;0.1;0.01;;0;03/02/2024;02/12/2024;DERMATOLOGIE        ;N;2224;2272;
750070;SOLUTION INTIME SAVON GEL 150 ML  80% UG;SOSA0001;;          ;15/22     ;64;345.86;349.19;365.82;438.98;332.56;342.54;;1-16-28;Z5-C3;0.1;0.01;;0;15/02/2025;10/02/2025;HYGIENNE            ;N;2225;2273;
004384;URIAGE CRM DEPIDERM ANTI-TACHE SPF 50 30 ML;URIA0014;;          ;;0;2594.88;2643.84;2692.8;3231.36;2448;2521.44;;28;SR;0.1;0.01;;0;05/10/2022;12/11/2023;DERMATOLOGIE        ;N;2226;2274;
950026;THERMOMETRE SUCETTE BEURER;THBE0001;;          ;          ;0;1254.77;1278.45;1302.12;1562.55;1183.75;1219.26;;28;SR;0.1;0.01;;0;16/10/2022;13/09/2023;APPARIAGE           ;N;2227;2275;
780091;CEINTURE LOMBAIRE  CONFOTEX T / M;CLCO0001;;          ;          ;2;1097.25;1149.5;1170.4;0;1055.45;1076.35;;28;Z1-C5;0.1;0.01;;0;11/02/2025;10/02/2025;ORTHOPEDIE          ;N;2228;2276;
2032;CEINTURE APRES ACCOUCHEMENT CODITEX  T   M;CACO0001;;          ;;4;538.48;548.64;569.98;0;508;523.24;;28;Z6-F4;0.1;0.01;;0;04/02/2025;13/02/2025;ORTHOPEDIE          ;N;2229;2277;
2035;CEINTURE APRES ACCOUCHEMENT CODITEX  T   XXL;CACO0002;;          ;777       ;0;508.8;518.4;540;0;480;494.4;;28;Z1-C3;0.1;0.01;;0;06/10/2022;19/01/2023;ORTHOPEDIE          ;O;2230;2278;
;CEINTURE GROSSESSE  PANARTHRO   T   M;CGPA0001;;          ;          ;3;1951.64;1988.46;2062.11;0;1841.17;1896.41;;28;Z1-C3;0.1;0.01;;0;17/08/2023;28/11/2022;ORTHOPEDIE          ;N;2231;2279;
000114;CEINTURE GROSSESSE  PANARTHRO   T   L;CGPA0002;;          ;          ;1;1953.48;1990.3;2062.11;0;1842.83;1898.06;;28;Z6-F1;0.1;0.01;;0;08/01/2024;27/11/2023;ORTHOPEDIE          ;N;2232;2280;
000114XL;CEINTURE GROSSESSE  PANARTHRO   T   XL;CGPA0003;;          ;          ;3;2020.28;2078.01;2154.97;0;1943.32;1981.8;;28-16;Z8-E1;0.1;0.01;;0;11/12/2024;07/03/2024;ORTHOPEDIE          ;N;2233;2281;
000084;CEINTURE LOMBAIRE PANARTHRO    T   S;CLPA0001;;          ;          ;0;2051.71;2090.43;2167.85;0;1935.58;1993.65;;28;Z1-B6;0.1;0.01;;0;17/08/2023;19/06/2024;ORTHOPEDIE          ;N;2234;2284;
000084;CEINTURE LOMBAIRE PANARTHRO    T   M;CLPA0002;;          ;          ;2;2238.97;2281.22;2365.71;0;2112.24;2175.61;;28-16;Z1-C4;0.1;0.01;;0;09/02/2025;17/02/2025;ORTHOPEDIE          ;N;2235;2285;
000084;CEINTURE LOMBAIRE PANARTHRO    T   L;CLPA0003;;          ;          ;9;2238.97;2281.22;2365.71;0;2112.24;2175.61;;28-16;Z1-A5;0.1;0.01;;0;19/02/2025;10/02/2025;ORTHOPEDIE          ;N;2236;2286;
000084;CEINTURE LOMBAIRE PANARTHRO    T  XL;CLPA0004;;          ;          ;7;2238.97;2281.22;2323.46;0;2112.24;2175.61;;28-16;Z1-C6;0.1;0.01;;0;19/02/2025;17/02/2025;ORTHOPEDIE          ;N;2237;2287;
000428;CHEVIELLERE REGLABLE  PANARTHRO  T/S-M;CHPA0001;;          ;          ;0;159.76;164.32;170.41;0;153.67;156.71;;16;Z7-F6;0.1;0.01;;0;08/12/2024;10/02/2025;ORTHOPEDIE          ;N;2238;2288;
390447;BIODERMA SENSIBIO H2O EAU MICELLAIRE 250ML;BIOD0024;;          ;          ;0;1186.14;1208.52;1242.09;1599.95;1119;1152.57;;28;SR;0.1;0.01;;0;06/10/2022;20/12/2022;DERMATOLOGIE        ;N;2239;2289;
602184;PEDIAKID VITAMINE D3 GOUTTES 20 ML;VITD0002;;          ;;0;1197.29;1219.88;1242.47;1490.97;1129.52;1163.41;;16;Z3-C6;0.1;0.01;;0;06/11/2022;02/08/2023;COMPLEMENT ALLIMENTA;N;2240;2290;
001805;HYALUFLEX ONE MEDIFLEX INJECTION BT/ 01;INHY0001;;          ;V27201    ;0;14083.91;14349.65;14748.25;19000;13286.71;13685.31;;16-29;SR;0.1;0.01;;0;13/07/2023;03/09/2023;PARA PHRMACIE       ;N;2241;2291;
362119;#  LAIT FRANCE LAIT 3    900 GR;LAFR0007;;          ;;0;1441.3;1441.3;1450;1530;1420;1434.2;;6;Z6;0.1;0.01;;0;11/10/2022;16/01/2023;LAIT                ;N;2242;2292;
000483;SIROP OMEGA 3 PANDY 125 ML;SIOM0004;;          ;48321001  ;0;1112.78;1133.77;1154.77;1385.72;1049.79;1081.28;;28;Z3-A8;0.1;0.01;;0;12/10/2022;29/10/2022;COMPLEMENT ALLIMENTA;N;2243;2293;
000623;SHP CALIDERM SANS SULFATE ARGAN KERATINE 250ML;SHCA0006;;          ;;3;466.4;484;492.8;0;440;453.2;;29-D C;Z3-I8;0.1;0.01;;0;28/10/2024;21/02/2025;COSMETIC            ;N;2244;2294;
001569;SHP CALIDERM SANS SULFATE HUILE JOJOBA  250ML;SHCA0007;;          ;;0;466.4;484;492.8;0;440;453.2;;29-40;Z3-H8;0.1;0.01;;0;08/07/2024;05/08/2024;COSMETIC            ;N;2245;2295;
000616;SHP CALIDERM SANS SULFATE KERATINE 250ML;SHCA0008;;          ;;4;466.4;484;492.8;0;440;453.2;;12;Z3-I8;0.1;0.01;;0;28/10/2024;20/01/2025;COSMETIC            ;N;2246;2296;
300049;COMPRIME FERTIFIT MEN BT /30;FERT0001;;          ;22J252    ;9;4175.75;4254.54;4333.33;5200;3939.39;4057.57;;29-28-95-1-16;Z3-B5;0.1;0.01;;0;21/01/2025;03/02/2025;COMPLEMENT ALLIMENTA;N;2247;2297;
;SPARADRAP ALBUPLAST PERFORE 4M * 18CM;ALBU0001;;          ;          ;0;758.9;773.2;787.54;0;715.98;737.41;;29-CF03-16;Z8;0.1;0.01;;0;18/04/2024;21/07/2024;PARA PHRMACIE       ;N;2248;2298;
067006;#  LAIT NURSIE CONFORT 2    900 GR;LANU0013;;          ;;27;1728.9;1737.37;1739.07;0;1711.95;1720.42;;19-61-6;Z6;0.1;0.01;;0;22/02/2025;17/02/2025;LAIT                ;N;2249;2299;
555953;#  LAIT APTAMIL   #    02 AGE   #    400 GR;LAAP0003;;          ;;0;842.55;846.66;846.66;0;838.28;838.44;;19-26-6;Z2;0.1;0.01;;0;30/11/2024;30/12/2024;LAIT                ;N;2250;2300;
309553;FLAMINGO SACROLOMBAIRE 2363;FLAM0035;;          ;          ;0;4611;4785;4915.5;0;4350;4480.5;;CF01;;0.1;0.01;;0;15/10/2022;16/10/2022;ORTHOPEDIE          ;N;2251;2301;
000326;ALCOOL CHIRURGICAL       90°       01  L;ALCH0009;;          ;;13;630;648;660;0;606;618;;CF01-67-CF03;Z6-F7;0.1;0.01;;0;16/12/2024;20/01/2025;ANTI SEPTIQUE       ;N;2252;2302;
;INHALATEUR BRONCHONET BT/ 24;INBR0001;;          ;BIS02     ;0;103.77;105.73;110;140;97.9;100.84;;28-JANV;Z3-L7;0.1;0.01;;0;07/01/2023;23/10/2023;PARA PHRMACIE       ;N;2253;2303;
300056;COMPRIME FERTIFIT WOMEN BT/ 30;FERT0002;;          ;21D273    ;3;4175.75;4254.54;4333.33;5200;3939.39;4057.57;;28-29-16;Z3-M6;0.1;0.01;;0;02/09/2024;23/12/2024;COMPLEMENT ALLIMENTA;N;2254;2304;
